policy,filter_type,threshold,gap_policy,seed,events_detected_of_10,detection_rate,events_detected_in_zone_of_10,mean_lead_time_min,median_lead_time_min,false_alarm_episodes,false_alarm_rate_per_day,total_flagged_rows,data_anomaly_rows,normal_days
P1_preserve,F3_combined,rate>10;OTI>90,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,940,292.625
P1_preserve,F3_combined,rate>10;OTI>100,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,940,292.625
P1_preserve,F3_combined,rate>10;OTI>150,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,940,292.625
P1_preserve,F3_combined,rate>10;OTI>200,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,940,292.625
P1_preserve,F3_combined,rate>10;OTI>236,continue,,10,1.0,10,0.0,0.0,3,0.010252,58,940,292.625
P1_preserve,F3_combined,rate>15;OTI>45,continue,,10,1.0,10,15.4,3.0,70,0.239214,408,940,292.625
P1_preserve,F3_combined,rate>15;OTI>48,continue,,10,1.0,10,9.5,0.0,44,0.150363,193,940,292.625
P1_preserve,F3_combined,rate>15;OTI>50,continue,,10,1.0,10,6.4,0.0,19,0.06493,93,940,292.625
P1_preserve,F3_combined,rate>15;OTI>52,continue,,10,1.0,10,1.2,0.0,6,0.020504,60,940,292.625
P1_preserve,F3_combined,rate>15;OTI>54,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>15;OTI>60,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>15;OTI>70,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>15;OTI>80,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>15;OTI>90,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>15;OTI>100,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>15;OTI>150,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>15;OTI>200,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>15;OTI>236,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>20;OTI>45,continue,,10,1.0,10,15.4,3.0,70,0.239214,408,940,292.625
P1_preserve,F3_combined,rate>20;OTI>48,continue,,10,1.0,10,9.5,0.0,44,0.150363,193,940,292.625
P1_preserve,F3_combined,rate>20;OTI>50,continue,,10,1.0,10,6.4,0.0,19,0.06493,93,940,292.625
P1_preserve,F3_combined,rate>20;OTI>52,continue,,10,1.0,10,1.2,0.0,6,0.020504,60,940,292.625
P1_preserve,F3_combined,rate>20;OTI>54,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>20;OTI>60,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>20;OTI>70,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>20;OTI>80,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>20;OTI>90,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>20;OTI>100,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>20;OTI>150,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>20;OTI>200,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,F3_combined,rate>20;OTI>236,continue,,10,1.0,10,0.0,0.0,3,0.010252,52,940,292.625
P1_preserve,B1_trivial,OTI>=236,not_applicable,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P1_preserve,B3_percentile,>p95,not_applicable,,10,1.0,10,24.0,14.5,139,0.475011,971,0,292.625
P1_preserve,B3_percentile,>p99,not_applicable,,10,1.0,10,9.5,0.0,41,0.140111,189,0,292.625
P1_preserve,B3_percentile,>p99.5,not_applicable,,10,1.0,10,6.4,0.0,16,0.054677,89,0,292.625
P1_preserve,B3_percentile,>p99.9,not_applicable,,5,0.5,7,0.0,0.0,0,0.0,17,0,292.625
P1_preserve,B2_random,p=1e-05,not_applicable,42.0,0,0.0,0,,,1,0.003417,1,0,292.625
P1_preserve,B2_random,p=1e-05,not_applicable,43.0,0,0.0,0,,,0,0.0,0,0,292.625
P1_preserve,B2_random,p=1e-05,not_applicable,44.0,0,0.0,0,,,1,0.003417,1,0,292.625
P1_preserve,B2_random,p=0.0001,not_applicable,42.0,0,0.0,0,,,5,0.017087,5,0,292.625
P1_preserve,B2_random,p=0.0001,not_applicable,43.0,0,0.0,0,,,0,0.0,0,0,292.625
P1_preserve,B2_random,p=0.0001,not_applicable,44.0,0,0.0,0,,,5,0.017087,5,0,292.625
P1_preserve,B2_random,p=0.0005,not_applicable,42.0,0,0.0,0,,,12,0.041008,12,0,292.625
P1_preserve,B2_random,p=0.0005,not_applicable,43.0,0,0.0,0,,,5,0.017087,5,0,292.625
P1_preserve,B2_random,p=0.0005,not_applicable,44.0,0,0.0,0,,,12,0.041008,12,0,292.625
P1_preserve,B2_random,p=0.001,not_applicable,42.0,0,0.0,0,,,28,0.095686,28,0,292.625
P1_preserve,B2_random,p=0.001,not_applicable,43.0,0,0.0,0,,,13,0.044425,13,0,292.625
P1_preserve,B2_random,p=0.001,not_applicable,44.0,0,0.0,0,,,20,0.068347,20,0,292.625
P1_preserve,B2_random,p=0.005,not_applicable,42.0,0,0.0,0,,,92,0.314396,92,0,292.625
P1_preserve,B2_random,p=0.005,not_applicable,43.0,0,0.0,1,,,85,0.290474,87,0,292.625
P1_preserve,B2_random,p=0.005,not_applicable,44.0,0,0.0,0,,,109,0.37249,110,0,292.625
P1_preserve,B2_random,p=0.01,not_applicable,42.0,0,0.0,0,,,205,0.700555,206,0,292.625
P1_preserve,B2_random,p=0.01,not_applicable,43.0,1,0.1,2,20.0,20.0,169,0.577531,172,0,292.625
P1_preserve,B2_random,p=0.01,not_applicable,44.0,1,0.1,1,30.0,30.0,214,0.731311,216,0,292.625
P1_preserve,B2_random,p=0.05,not_applicable,42.0,3,0.3,5,16.667,3.0,925,3.161042,966,0,292.625
P1_preserve,B2_random,p=0.05,not_applicable,43.0,3,0.3,5,9.667,9.0,927,3.167877,981,0,292.625
P1_preserve,B2_random,p=0.05,not_applicable,44.0,3,0.3,3,19.667,17.0,962,3.287484,1021,0,292.625
P2_first,F1_rate,rate>0.5,reset,,10,1.0,10,0.3,0.0,96,0.328065,138,0,292.625
P2_first,F1_rate,rate>1,reset,,10,1.0,10,0.0,0.0,26,0.088851,51,0,292.625
P2_first,F1_rate,rate>2,reset,,10,1.0,10,0.0,0.0,13,0.044425,35,0,292.625
P2_first,F1_rate,rate>3,reset,,10,1.0,10,0.0,0.0,6,0.020504,27,0,292.625
P2_first,F1_rate,rate>5,reset,,10,1.0,10,0.0,0.0,4,0.013669,23,0,292.625
P2_first,F1_rate,rate>10,reset,,10,1.0,10,0.0,0.0,3,0.010252,21,0,292.625
P2_first,F1_rate,rate>15,reset,,8,0.8,8,0.0,0.0,3,0.010252,13,0,292.625
P2_first,F1_rate,rate>20,reset,,8,0.8,8,0.0,0.0,3,0.010252,13,0,292.625
P2_first,F2_range,OTI>45,reset,,10,1.0,10,15.4,3.0,67,0.228962,395,0,292.625
P2_first,F2_range,OTI>48,reset,,10,1.0,10,9.5,0.0,41,0.140111,184,0,292.625
P2_first,F2_range,OTI>50,reset,,10,1.0,10,6.4,0.0,16,0.054677,87,0,292.625
P2_first,F2_range,OTI>52,reset,,10,1.0,10,0.7,0.0,3,0.010252,53,0,292.625
P2_first,F2_range,OTI>54,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>60,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>70,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>80,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>90,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>100,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>150,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>200,reset,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>236,reset,,9,0.9,10,0.0,0.0,0,0.0,46,0,292.625
P2_first,F4_jump,|dOTI|>5,reset,,10,1.0,10,0.0,0.0,32,0.109355,56,0,292.625
P2_first,F4_jump,|dOTI|>10,reset,,10,1.0,10,0.0,0.0,9,0.030756,32,0,292.625
P2_first,F4_jump,|dOTI|>20,reset,,10,1.0,10,0.0,0.0,8,0.027339,30,0,292.625
P2_first,F4_jump,|dOTI|>30,reset,,10,1.0,10,0.0,0.0,2,0.006835,23,0,292.625
P2_first,F4_jump,|dOTI|>50,reset,,10,1.0,10,0.0,0.0,0,0.0,20,0,292.625
P2_first,F4_jump,|dOTI|>100,reset,,10,1.0,10,0.0,0.0,0,0.0,20,0,292.625
P2_first,F4_jump,|dOTI|>150,reset,,10,1.0,10,0.0,0.0,0,0.0,20,0,292.625
P2_first,F3_combined,rate>0.5;OTI>45,reset,,10,1.0,10,15.4,3.0,159,0.543358,513,0,292.625
P2_first,F3_combined,rate>0.5;OTI>48,reset,,10,1.0,10,9.5,0.0,135,0.461341,307,0,292.625
P2_first,F3_combined,rate>0.5;OTI>50,reset,,10,1.0,10,6.7,0.0,112,0.382742,213,0,292.625
P2_first,F3_combined,rate>0.5;OTI>52,reset,,10,1.0,10,1.0,0.0,99,0.338317,180,0,292.625
P2_first,F3_combined,rate>0.5;OTI>54,reset,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>60,reset,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>70,reset,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>80,reset,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>90,reset,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>100,reset,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>150,reset,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>200,reset,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>236,reset,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>1;OTI>45,reset,,10,1.0,10,15.4,3.0,90,0.307561,427,0,292.625
P2_first,F3_combined,rate>1;OTI>48,reset,,10,1.0,10,9.5,0.0,65,0.222127,221,0,292.625
P2_first,F3_combined,rate>1;OTI>50,reset,,10,1.0,10,6.4,0.0,42,0.143528,126,0,292.625
P2_first,F3_combined,rate>1;OTI>52,reset,,10,1.0,10,0.7,0.0,29,0.099103,93,0,292.625
P2_first,F3_combined,rate>1;OTI>54,reset,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>60,reset,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>70,reset,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>80,reset,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>90,reset,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>100,reset,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>150,reset,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>200,reset,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>236,reset,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>2;OTI>45,reset,,10,1.0,10,15.4,3.0,80,0.273387,415,0,292.625
P2_first,F3_combined,rate>2;OTI>48,reset,,10,1.0,10,9.5,0.0,54,0.184537,205,0,292.625
P2_first,F3_combined,rate>2;OTI>50,reset,,10,1.0,10,6.4,0.0,29,0.099103,110,0,292.625
P2_first,F3_combined,rate>2;OTI>52,reset,,10,1.0,10,0.7,0.0,16,0.054677,77,0,292.625
P2_first,F3_combined,rate>2;OTI>54,reset,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>60,reset,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>70,reset,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>80,reset,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>90,reset,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>100,reset,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>150,reset,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>200,reset,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>2;OTI>236,reset,,10,1.0,10,0.0,0.0,13,0.044425,71,0,292.625
P2_first,F3_combined,rate>3;OTI>45,reset,,10,1.0,10,15.4,3.0,73,0.249466,407,0,292.625
P2_first,F3_combined,rate>3;OTI>48,reset,,10,1.0,10,9.5,0.0,47,0.160615,197,0,292.625
P2_first,F3_combined,rate>3;OTI>50,reset,,10,1.0,10,6.4,0.0,22,0.075182,102,0,292.625
P2_first,F3_combined,rate>3;OTI>52,reset,,10,1.0,10,0.7,0.0,9,0.030756,69,0,292.625
P2_first,F3_combined,rate>3;OTI>54,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>60,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>70,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>80,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>90,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>100,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>150,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>200,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>3;OTI>236,reset,,10,1.0,10,0.0,0.0,6,0.020504,63,0,292.625
P2_first,F3_combined,rate>5;OTI>45,reset,,10,1.0,10,15.4,3.0,71,0.242631,405,0,292.625
P2_first,F3_combined,rate>5;OTI>48,reset,,10,1.0,10,9.5,0.0,45,0.15378,195,0,292.625
P2_first,F3_combined,rate>5;OTI>50,reset,,10,1.0,10,6.4,0.0,20,0.068347,99,0,292.625
P2_first,F3_combined,rate>5;OTI>52,reset,,10,1.0,10,0.7,0.0,7,0.023921,66,0,292.625
P2_first,F3_combined,rate>5;OTI>54,reset,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>60,reset,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>70,reset,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>80,reset,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>90,reset,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>100,reset,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>150,reset,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>200,reset,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>5;OTI>236,reset,,10,1.0,10,0.0,0.0,4,0.013669,60,0,292.625
P2_first,F3_combined,rate>10;OTI>45,reset,,10,1.0,10,15.4,3.0,70,0.239214,403,0,292.625
P2_first,F3_combined,rate>10;OTI>48,reset,,10,1.0,10,9.5,0.0,44,0.150363,193,0,292.625
P2_first,F3_combined,rate>10;OTI>50,reset,,10,1.0,10,6.4,0.0,19,0.06493,97,0,292.625
P2_first,F3_combined,rate>10;OTI>52,reset,,10,1.0,10,0.7,0.0,6,0.020504,64,0,292.625
P2_first,F3_combined,rate>10;OTI>54,reset,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>60,reset,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>70,reset,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>80,reset,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>90,reset,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>100,reset,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>150,reset,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>200,reset,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>10;OTI>236,reset,,10,1.0,10,0.0,0.0,3,0.010252,58,0,292.625
P2_first,F3_combined,rate>15;OTI>45,reset,,10,1.0,10,15.4,3.0,70,0.239214,399,0,292.625
P2_first,F3_combined,rate>15;OTI>48,reset,,10,1.0,10,9.5,0.0,44,0.150363,188,0,292.625
P2_first,F3_combined,rate>15;OTI>50,reset,,10,1.0,10,6.4,0.0,19,0.06493,91,0,292.625
P2_first,F3_combined,rate>15;OTI>52,reset,,10,1.0,10,0.7,0.0,6,0.020504,58,0,292.625
P2_first,F3_combined,rate>15;OTI>54,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>60,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>70,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>80,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>90,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>100,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>150,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>200,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>15;OTI>236,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>45,reset,,10,1.0,10,15.4,3.0,70,0.239214,399,0,292.625
P2_first,F3_combined,rate>20;OTI>48,reset,,10,1.0,10,9.5,0.0,44,0.150363,188,0,292.625
P2_first,F3_combined,rate>20;OTI>50,reset,,10,1.0,10,6.4,0.0,19,0.06493,91,0,292.625
P2_first,F3_combined,rate>20;OTI>52,reset,,10,1.0,10,0.7,0.0,6,0.020504,58,0,292.625
P2_first,F3_combined,rate>20;OTI>54,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>60,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>70,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>80,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>90,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>100,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>150,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>200,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F3_combined,rate>20;OTI>236,reset,,10,1.0,10,0.0,0.0,3,0.010252,52,0,292.625
P2_first,F1_rate,rate>0.5,continue,,10,1.0,10,0.3,0.0,96,0.328065,138,0,292.625
P2_first,F1_rate,rate>1,continue,,10,1.0,10,0.0,0.0,26,0.088851,51,0,292.625
P2_first,F1_rate,rate>2,continue,,10,1.0,10,0.0,0.0,13,0.044425,35,0,292.625
P2_first,F1_rate,rate>3,continue,,10,1.0,10,0.0,0.0,6,0.020504,27,0,292.625
P2_first,F1_rate,rate>5,continue,,10,1.0,10,0.0,0.0,4,0.013669,23,0,292.625
P2_first,F1_rate,rate>10,continue,,10,1.0,10,0.0,0.0,3,0.010252,21,0,292.625
P2_first,F1_rate,rate>15,continue,,8,0.8,8,0.0,0.0,3,0.010252,13,0,292.625
P2_first,F1_rate,rate>20,continue,,8,0.8,8,0.0,0.0,3,0.010252,13,0,292.625
P2_first,F2_range,OTI>45,continue,,10,1.0,10,15.4,3.0,67,0.228962,395,0,292.625
P2_first,F2_range,OTI>48,continue,,10,1.0,10,9.5,0.0,41,0.140111,184,0,292.625
P2_first,F2_range,OTI>50,continue,,10,1.0,10,6.4,0.0,16,0.054677,87,0,292.625
P2_first,F2_range,OTI>52,continue,,10,1.0,10,0.7,0.0,3,0.010252,53,0,292.625
P2_first,F2_range,OTI>54,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>60,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>70,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>80,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>90,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>100,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>150,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>200,continue,,10,1.0,10,0.0,0.0,0,0.0,47,0,292.625
P2_first,F2_range,OTI>236,continue,,9,0.9,10,0.0,0.0,0,0.0,46,0,292.625
P2_first,F4_jump,|dOTI|>5,continue,,10,1.0,10,0.0,0.0,53,0.181119,77,0,292.625
P2_first,F4_jump,|dOTI|>10,continue,,10,1.0,10,0.0,0.0,19,0.06493,42,0,292.625
P2_first,F4_jump,|dOTI|>20,continue,,10,1.0,10,0.0,0.0,11,0.037591,33,0,292.625
P2_first,F4_jump,|dOTI|>30,continue,,10,1.0,10,0.0,0.0,4,0.013669,25,0,292.625
P2_first,F4_jump,|dOTI|>50,continue,,10,1.0,10,0.0,0.0,0,0.0,20,0,292.625
P2_first,F4_jump,|dOTI|>100,continue,,10,1.0,10,0.0,0.0,0,0.0,20,0,292.625
P2_first,F4_jump,|dOTI|>150,continue,,10,1.0,10,0.0,0.0,0,0.0,20,0,292.625
P2_first,F3_combined,rate>0.5;OTI>45,continue,,10,1.0,10,15.4,3.0,159,0.543358,513,0,292.625
P2_first,F3_combined,rate>0.5;OTI>48,continue,,10,1.0,10,9.5,0.0,135,0.461341,307,0,292.625
P2_first,F3_combined,rate>0.5;OTI>50,continue,,10,1.0,10,6.7,0.0,112,0.382742,213,0,292.625
P2_first,F3_combined,rate>0.5;OTI>52,continue,,10,1.0,10,1.0,0.0,99,0.338317,180,0,292.625
P2_first,F3_combined,rate>0.5;OTI>54,continue,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>60,continue,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>70,continue,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>80,continue,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>90,continue,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>100,continue,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>150,continue,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>200,continue,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>0.5;OTI>236,continue,,10,1.0,10,0.3,0.0,96,0.328065,174,0,292.625
P2_first,F3_combined,rate>1;OTI>45,continue,,10,1.0,10,15.4,3.0,90,0.307561,427,0,292.625
P2_first,F3_combined,rate>1;OTI>48,continue,,10,1.0,10,9.5,0.0,65,0.222127,221,0,292.625
P2_first,F3_combined,rate>1;OTI>50,continue,,10,1.0,10,6.4,0.0,42,0.143528,126,0,292.625
P2_first,F3_combined,rate>1;OTI>52,continue,,10,1.0,10,0.7,0.0,29,0.099103,93,0,292.625
P2_first,F3_combined,rate>1;OTI>54,continue,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>60,continue,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>70,continue,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>80,continue,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>90,continue,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>100,continue,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>150,continue,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>200,continue,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>1;OTI>236,continue,,10,1.0,10,0.0,0.0,26,0.088851,87,0,292.625
P2_first,F3_combined,rate>2;OTI>45,continue,,10,1.0,10,15.4,3.0,80,0.273387,415,0,292.625
P2_first,F3_combined,rate>2;OTI>48,continue,,10,1.0,10,9.5,0.0,54,0.184537,205,0,292.625
P2_first,F3_combined,rate>2;OTI>50,continue,,10,1.0,10,6.4,0.0,29,0.099103,110,0,292.625
P2_first,F3_combined,rate>2;OTI>52,continue,,10,1.0,10,0.7,0.0,16,0.054677,77,0,292.625
